1	120001	130001
1	140001	150001
1	270001	280001
1	350001	360001
1	510001	520001
1	640001	650001
1	650001	660001
1	1220001	1230001
1	2190001	2200001
1	4800001	4810001
1	5310001	5320001
1	6870001	6880001
1	7290001	7300001
1	7560001	7570001
1	7860001	7870001
1	7870001	7880001
1	8090001	8100001
1	8200001	8210001
1	9190001	9200001
1	9200001	9210001
1	10480001	10490001
1	12950001	12960001
1	12960001	12970001
1	13080001	13090001
1	13150001	13160001
1	13360001	13370001
1	13370001	13380001
1	14480001	14490001
1	14650001	14660001
1	15070001	15080001
1	15570001	15580001
1	16190001	16200001
1	16340001	16350001
1	16350001	16360001
1	17610001	17620001
1	17850001	17860001
1	18120001	18130001
1	18130001	18140001
1	19990001	20000001
1	20720001	20730001
1	21880001	21890001
1	24010001	24020001
1	24790001	24800001
1	24820001	24830001
1	24940001	24950001
1	25810001	25820001
1	25820001	25830001
1	26910001	26920001
1	27500001	27510001
1	27630001	27640001
1	28060001	28070001
1	28490001	28500001
1	28680001	28690001
1	28790001	28800001
1	29470001	29480001
1	29860001	29870001
1	30090001	30100001
1	30240001	30250001
1	30660001	30670001
1	32100001	32110001
1	33380001	33390001
1	33400001	33410001
1	33410001	33420001
1	34390001	34400001
1	34640001	34650001
1	35590001	35600001
1	37110001	37120001
1	37200001	37210001
1	37210001	37220001
1	37220001	37230001
1	38670001	38680001
1	39660001	39670001
1	39850001	39860001
1	40200001	40210001
1	40410001	40420001
1	41100001	41110001
1	41470001	41480001
1	41850001	41860001
1	41870001	41880001
1	42390001	42400001
1	43420001	43430001
1	43510001	43520001
1	44990001	45000001
1	46580001	46590001
1	46930001	46940001
1	47140001	47150001
1	48280001	48290001
1	49120001	49130001
1	49450001	49460001
1	49820001	49830001
1	50220001	50230001
1	50250001	50260001
1	50320001	50330001
1	50330001	50340001
1	50730001	50740001
1	52160001	52170001
1	52790001	52800001
1	52860001	52870001
1	56860001	56870001
1	57310001	57320001
1	58210001	58220001
1	59940001	59950001
1	63560001	63570001
1	63680001	63690001
1	64290001	64300001
1	64310001	64320001
1	66550001	66560001
1	67160001	67170001
1	68400001	68410001
1	69720001	69730001
1	69780001	69790001
1	70360001	70370001
1	79010001	79020001
1	80050001	80060001
1	80820001	80830001
1	82680001	82690001
1	82810001	82820001
1	83290001	83300001
1	85070001	85080001
1	86010001	86020001
1	87030001	87040001
1	87790001	87800001
1	89070001	89080001
1	89690001	89700001
1	92190001	92200001
1	93990001	94000001
1	95570001	95580001
1	98360001	98370001
1	101520001	101530001
1	101660001	101670001
1	106020001	106030001
1	106280001	106290001
1	106380001	106390001
1	107690001	107700001
1	107730001	107740001
1	110970001	110980001
1	111070001	111080001
1	111700001	111710001
1	111860001	111870001
1	114930001	114940001
1	115180001	115190001
1	116420001	116430001
1	117200001	117210001
1	117760001	117770001
1	117910001	117920001
1	118820001	118830001
1	119330001	119340001
1	119410001	119420001
1	120160001	120170001
1	120870001	120880001
1	121450001	121460001
1	121470001	121480001
1	122100001	122110001
1	122120001	122130001
1	122190001	122200001
1	122220001	122230001
1	122290001	122300001
1	122380001	122390001
1	122400001	122410001
1	123760001	123770001
1	124160001	124170001
1	124680001	124690001
1	124690001	124700001
1	125200001	125210001
1	128220001	128230001
1	131380001	131390001
1	132840001	132850001
1	134570000	134580000
1	139920001	139930001
1	140960001	140970001
1	141090001	141100001
1	141200001	141210001
1	141270001	141280001
1	141290001	141300001
1	141360001	141370001
1	141720001	141730001
1	141850001	141860001
1	143020001	143030001
1	144940001	144950001
1	147680001	147690001
1	147980001	147990001
1	148070001	148080001
1	149180001	149190001
1	149420001	149430001
1	149430001	149440001
1	150120001	150130001
1	150130001	150140001
1	151080001	151090001
1	151290001	151300001
1	151360001	151370001
1	152140001	152150001
1	153250001	153260001
1	157490001	157500001
1	158500001	158510001
1	158650001	158660001
1	158780001	158790001
1	158860001	158870001
1	160690001	160700001
1	160730001	160740001
1	162400001	162410001
1	162410001	162420001
1	163370001	163380001
1	163400001	163410001
1	163490001	163500001
1	164510001	164520001
1	165030001	165040001
1	165420001	165430001
1	165450001	165460001
1	166420001	166430001
1	167020001	167030001
1	167440001	167450001
1	169010001	169020001
1	170210001	170220001
1	170330001	170340001
1	170360001	170370001
1	170980001	170990001
1	171080001	171090001
1	171200001	171210001
1	171580001	171590001
1	172300001	172310001
1	173320001	173330001
1	174820001	174830001
1	177220001	177230001
1	177690001	177700001
1	178400001	178410001
1	178630001	178640001
1	179000001	179010001
1	180040001	180050001
1	180540001	180550001
1	185530001	185540001
1	187620001	187630001
1	193910001	193920001
1	195220001	195230001
1	195940001	195950001
1	196580001	196590001
1	196900001	196910001
1	200930001	200940001
1	202020001	202030001
1	202070001	202080001
1	203160001	203170001
1	203240001	203250001
1	203320001	203330001
1	203340001	203350001
1	203600001	203610001
1	203960001	203970001
1	205120001	205130001
1	205780001	205790001
1	205790001	205800001
1	205890001	205900001
1	205900001	205910001
1	205920001	205930001
1	206460001	206470001
1	208310001	208320001
1	208360001	208370001
1	209710001	209720001
1	209840001	209850001
1	209850001	209860001
1	209870001	209880001
1	211040001	211050001
1	211300001	211310001
1	212960001	212970001
1	214160001	214170001
1	214730001	214740001
1	215590001	215600001
1	215700001	215710001
1	216720001	216730001
1	216730001	216740001
1	217470001	217480001
1	217840001	217850001
1	219820001	219830001
1	220050001	220060001
1	220810001	220820001
1	220880001	220890001
1	220940001	220950001
1	221140001	221150001
1	221290001	221300001
1	221430001	221440001
1	221530001	221540001
1	221620001	221630001
1	221990001	222000001
1	222200001	222210001
1	222210001	222220001
1	222220001	222230001
1	222770001	222780001
1	222840001	222850001
1	222990001	223000001
1	223000001	223010001
1	223090001	223100001
1	223210001	223220001
1	223880001	223890001
1	223960001	223970001
1	224240001	224250001
1	225410001	225420001
1	225420001	225430001
1	225540001	225550001
1	225640001	225650001
1	225650001	225660001
1	225720001	225730001
1	225730001	225740001
1	225940001	225950001
1	226180001	226190001
1	226370001	226380001
1	226460001	226470001
1	226510001	226520001
1	226610001	226620001
1	226710001	226720001
1	226950001	226960001
1	228210001	228220001
1	229240001	229250001
1	229530001	229540001
1	229540001	229550001
1	229550001	229560001
1	229750001	229760001
1	229760001	229770001
1	229910001	229920001
1	229950001	229960001
1	229960001	229970001
1	229970001	229980001
1	229980001	229990001
1	230330001	230340001
1	230360001	230370001
1	230400001	230410001
1	230600001	230610001
1	230930001	230940001
1	231440001	231450001
1	233050001	233060001
1	233060001	233070001
1	233070001	233080001
1	233780001	233790001
