geneID	MH	US	GH	AN
GRMZM2G067702	1	1	1	1
GRMZM5G861678	0	0	0	0
GRMZM2G129154	0	0	0	0
GRMZM2G005459	0	0	0	0
GRMZM2G054380	0	1	0	1
GRMZM2G034638	0	0	0	0
GRMZM2G030762	1	0	1	0
GRMZM2G339379	0	0	0	1
GRMZM2G100318	0	0	0	0
GRMZM2G375448	0	0	0	0
GRMZM2G479610	0	0	0	0
GRMZM2G168079	1	0	0	0
GRMZM2G028054	0	0	0	1
GRMZM2G082490	0	0	0	0
GRMZM2G355525	0	0	0	0
GRMZM2G078798 	0	0	0	0
GRMZM2G026833	0	0	0	0
GRMZM2G113888	0	1	0	0
GRMZM2G409974	1	1	1	0
GRMZM2G017349	0	0	0	1
GRMZM2G073982	0	0	0	0
AC234164.1_FG004	0	0	0	0
GRMZM2G135052	0	0	0	0
GRMZM2G051785	0	0	0	0
GRMZM2G167216	1	1	1	1
GRMZM2G405368	0	1	1	0
GRMZM2G167576	0	0	0	1
GRMZM2G013398	1	1	1	0
GRMZM2G172152	1	1	0	0
GRMZM2G057743	0	0	0	0
GRMZM2G076272	0	1	1	0
GRMZM2G073047	1	1	1	0
GRMZM2G400167	1	0	1	1
GRMZM2G140355	0	0	0	0
GRMZM2G047684	0	0	0	0
GRMZM2G114672	0	0	1	1
GRMZM2G310362	0	0	0	0
GRMZM2G416652	0	0	0	0
GRMZM2G167088	0	0	0	0
GRMZM2G004090	0	0	0	0
GRMZM2G042231	1	0	1	0
GRMZM2G160730	0	1	1	1
GRMZM2G160730	0	1	1	1
GRMZM2G360523	0	0	1	0
GRMZM2G378653	1	0	0	0
GRMZM2G114680	1	1	1	1
GRMZM2G010884	0	1	1	1
GRMZM2G107886	0	0	0	0
GRMZM2G139082	1	1	1	0
GRMZM2G038783	0	0	0	0
GRMZM2G103897	0	0	0	0
GRMZM2G124421	0	0	0	0
GRMZM2G170148	0	0	0	0
GRMZM2G148216	0	0	0	0
GRMZM2G119146	0	0	0	0
GRMZM2G004483	1	0	0	0
GRMZM2G126120	0	0	0	0
GRMZM2G359322	1	1	0	1
GRMZM2G142999	0	0	0	0
GRMZM2G058522	0	1	0	0
GRMZM2G043955	0	1	1	0
GRMZM2G029107	0	0	0	0
GRMZM2G092174	0	0	0	0
GRMZM2G128953	0	0	0	0
GRMZM2G095727	0	0	0	0
GRMZM2G412075	0	0	0	0
GRMZM2G031447	0	0	0	0
GRMZM2G156388	0	0	0	0
GRMZM2G407119	0	0	0	0
GRMZM2G021573	0	1	0	1
GRMZM2G126834	1	1	1	0
GRMZM2G102161	0	0	0	1
GRMZM2G040278	0	0	0	0
AC149818.2_FG008	0	1	0	0
AC149475.2_FG005	0	0	0	0
GRMZM2G171365	0	0	0	1
GRMZM2G109987	0	0	0	0
GRMZM2G317287	0	0	0	1
AC198366.3_FG004	0	0	0	0
GRMZM2G473138	1	0	0	0
GRMZM2G338454	0	0	0	0
GRMZM2G052499	1	1	0	1
GRMZM2G093895	0	0	1	1
GRMZM2G137510	1	0	0	0
GRMZM2G431157	1	0	0	0
GRMZM2G103909	1	0	1	0
GRMZM2G013478	0	0	0	0
GRMZM2G174830	0	0	0	0
GRMZM2G130724	1	0	1	1
AC214791.2_FG002	0	1	0	0
GRMZM2G088487	1	1	1	0
GRMZM2G405170	0	0	0	0
GRMZM2G092363	0	1	1	0
GRMZM2G311316	0	0	0	0
GRMZM2G118063	1	1	1	0
GRMZM2G012761	1	0	1	0
GRMZM2G143568	0	0	1	0
GRMZM2G034152	1	1	1	0
GRMZM2G046861	0	1	0	0
GRMZM2G423393	0	0	0	0
GRMZM2G121096	1	0	0	0
GRMZM2G027750	1	0	0	0
GRMZM2G022359	0	0	0	0
GRMZM2G180168	1	0	0	0
GRMZM2G474769	1	1	0	0
GRMZM2G149786	0	0	0	0
GRMZM2G148924	0	0	0	1
GRMZM2G004957	0	1	0	1
GRMZM2G005126	1	1	1	0
GRMZM2G062541	0	0	1	1
GRMZM2G339820	0	1	0	1
GRMZM2G166694	0	0	1	1
GRMZM2G381691	1	0	1	1
GRMZM2G096610	1	0	0	0
GRMZM2G084547	0	1	0	0
GRMZM2G009189	1	0	1	1
AC217051.3_FG006	1	1	0	0
GRMZM2G175549	0	0	1	0
GRMZM2G176537	0	0	0	0
GRMZM2G424348	0	0	0	0
GRMZM2G078641	0	0	0	0
GRMZM2G025054	1	0	1	0
GRMZM2G058573	0	0	0	1
GRMZM2G062052	0	0	1	0
AC233888.1_FG002	1	1	1	0
AC233888.1_FG002	1	1	1	0
GRMZM2G013619	1	0	0	0
GRMZM2G072107	1	0	0	0
GRMZM2G061499	0	0	1	0
GRMZM2G465091	0	0	0	0
GRMZM2G018485	0	0	0	0
GRMZM2G181030	0	0	0	0
AC235534.1_FG007	1	0	1	0
AC235534.1_FG007	1	0	1	0
GRMZM2G010290	0	0	0	0
GRMZM2G037792	0	0	0	0
GRMZM2G148467	0	0	0	0
GRMZM2G311059	0	0	0	0
GRMZM2G098813	0	0	1	0
GRMZM2G042920	0	0	0	0
GRMZM2G396856	0	1	0	0
GRMZM2G122897	0	1	1	1
GRMZM2G076602	0	0	0	0
GRMZM2G058588	0	0	0	1
GRMZM2G150248	0	1	0	1
GRMZM2G092427	0	0	0	0
GRMZM2G142718	0	0	0	0
GRMZM2G074773	0	0	0	0
